Feature,Speaker
Sensitive Guy and Manly Man: Sensitive Guy to Joey's Manly Man. Generally Joey will sleep with girls for a night and Chandler will make them breakfast the next morning.,Chandler
"Sex God: After some coaching from Monica and Rachel when he dates one of Joey's exes. Later, Monica tells Rachel her new secret boyfriend (Chandler) is the best she ever had.",Chandler
"The Smart Guy: Not as overtly so as Ross, but he is plenty smart as long as Joey isn't influencing him and balances it out but not being overly dictated by his emotions like Ross. He graduated from Columbia and is consistently one of the most intelligent people of the gang such as being able to come up with a plausible trail to how Rachel would find out Ross slept with Chloe in less than 10 seconds.",Chandler
"Smoking Is Cool: Or so he claims.
Chandler: Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease. The bottom line is, smoking is cool, and you know it.",Chandler
"Stepford Snarker: He openly admits to using sarcasm to hide deep insecurity that developed due to his rather unusual and traumatic childhood. His snarking also grows noticeably worse during painful situations such as Ross and Rachel's break up, his parents visiting or friends leaving.",Chandler
Straight Man: Chandler is easily one of the most intelligent and rational of the group despite also doing impulsive things. He mostly excels with this trope when he generally interacts with Joey.,Chandler
"Took a Level in Badass: Chandler is referenced as being mediocre in bed a couple times over the course of the early seasons, until the famous scene where Monica gives him a diagram-based crash-course in pleasuring the female body. His girlfriend literally runs across the hall to hug and emphatically thank Monica following their next lovemaking session. Ends up being a good call on Monica's part, as when she and Chandler later enter a relationship, she repeatedly describes him as the best sex she's ever had.",Chandler
"Took a Level in Kindness: Because of his upbringing, he used to be kind of a jerk when he was younger (lifting up Susie's skirt in fourth grade or insulting Monica for being fat). In early seasons, he is very cynical and has a hard time showing affection to people, but shows his kind side often enough to be a good guy. After he starts dating Monica, he loses most of his cynicism, and becomes a regularly sweet and devoted boyfriend.",Chandler
"Trademark Favorite Food: Chandler loves Yoo-Hoo chocolate milk; in addition to scenes that explicitly bring it up as a joke, there's also times during the series where he's drinking it without it being a set-up for a punchline.",Chandler
"Triple Nipple: Had a ""nubbin"" for the first couple of seasons; after it scared off a girl he was trying to date, he got it removed.",Chandler
"Tough Room: He's considered to be the funniest character on the show, but his friends find his jokes annoying for most of the time. A little justified for a couple of reasons: 1) he makes those jokes all the time meaning his friends are likely going to get tired of them eventually (indeed, they laugh less and lampshade more as time goes on), and 2) he frequently makes his jokes about them, giving them another reason not to laugh.",Chandler
"Unable to Cry: In ""The One Where Chandler Can't Cry"". While he has cried before in a few past episodes, he's not always the emotional character since he hides his inner feelings and insecurities by being a Deadpan Snarker.",Chandler
"Unexplained Recovery: One episode has him making a huge scheme and ending up flying to Yemen to escape his on-again-off-again girlfriend Janice. The next episode does not address how he managed to come back, though one can presume that he simply bought another ticket for a trip back immediately after arriving. Assuming that the return trip cost as much as it did to get there, this means he wasted over $4000 just to get out of dating Janice without having to directly break up with her.",Chandler
"Vitriolic Best Buds: With Phoebe in the later seasons. Despite being the Deadpan Snarker, he rarely bites back, hinting he's not that comfortable with her remarks. They share rare sweet moments in ""The One with the Ring"" and ""The One with Phoebe's Wedding"", implying they are still good friends.",Chandler
"What, Exactly, Is His Job?: A Running Gag is that nobody is able to define what he does for a living. He and Joey actually win Monica and Rachel's apartment when they can't answer the question as to what his job is. Monica is finally able to define it when he finally quits.",Chandler
You Are What You Hate: Played for laughs when he gets a promotion in his original company in season 1. He ends up acting like the kind of boss he had always complained about and recoils in fear.,Chandler
